CO2 Value  2015-12-17 00:00:00 - 2015-12-19 00:00:00 CET
2015-12-17 00:00:00;617
2015-12-17 00:01:00;587
2015-12-17 00:02:00;612
2015-12-17 00:03:00;619
2015-12-17 00:04:00;608
2015-12-17 00:05:00;582
2015-12-17 00:06:00;615
2015-12-17 00:07:00;605
2015-12-17 00:08:00;589
2015-12-17 00:09:00;603
2015-12-17 00:10:00;608
2015-12-17 00:11:00;587
2015-12-17 00:12:00;585
2015-12-17 00:13:00;598
2015-12-17 00:14:00;585
2015-12-17 00:15:00;587
2015-12-17 00:16:00;575
2015-12-17 00:17:00;630
2015-12-17 00:18:00;592
2015-12-17 00:19:00;585
2015-12-17 00:22:00;603
2015-12-17 00:23:00;610
2015-12-17 00:24:00;594
2015-12-17 00:25:00;592
2015-12-17 00:26:00;617
2015-12-17 00:27:00;594
2015-12-17 00:28:00;589
2015-12-17 00:29:00;610
2015-12-17 00:30:00;596
2015-12-17 00:31:00;575
2015-12-17 00:32:00;592
2015-12-17 00:33:00;608
2015-12-17 00:34:00;608
2015-12-17 00:35:00;619
2015-12-17 00:36:00;617
2015-12-17 00:37:00;605
2015-12-17 00:38:00;612
2015-12-17 00:39:00;580
2015-12-17 00:40:00;615
2015-12-17 00:41:00;601
2015-12-17 00:42:00;596
2015-12-17 00:43:00;596
2015-12-17 00:44:00;596
2015-12-17 00:45:00;573
2015-12-17 00:46:00;585
2015-12-17 00:47:00;598
2015-12-17 00:48:00;608
2015-12-17 00:49:00;630
2015-12-17 00:50:00;573
2015-12-17 00:51:00;612
2015-12-17 00:52:00;608
2015-12-17 00:53:00;592
2015-12-17 00:54:00;589
2015-12-17 00:55:00;603
2015-12-17 00:56:00;603
2015-12-17 00:57:00;609
2015-12-17 00:58:00;585
2015-12-17 00:59:00;591
2015-12-17 01:00:00;602
2015-12-17 01:01:00;598
2015-12-17 01:02:00;603
2015-12-17 01:03:00;600
2015-12-17 01:04:00;614
2015-12-17 01:05:00;582
2015-12-17 01:06:00;587
2015-12-17 01:07:00;600
2015-12-17 01:08:00;605
2015-12-17 01:09:00;605
2015-12-17 01:10:00;580
2015-12-17 01:11:00;600
2015-12-17 01:12:00;600
2015-12-17 01:13:00;593
2015-12-17 01:14:00;616
2015-12-17 01:15:00;591
2015-12-17 01:16:00;580
2015-12-17 01:17:00;589
2015-12-17 01:18:00;587
2015-12-17 01:19:00;591
2015-12-17 01:20:00;596
2015-12-17 01:21:00;578
2015-12-17 01:24:00;553
2015-12-17 01:25:00;571
2015-12-17 01:26:00;593
2015-12-17 01:27:00;573
2015-12-17 01:28:00;609
2015-12-17 01:29:00;584
2015-12-17 01:30:00;591
2015-12-17 01:31:00;609
2015-12-17 01:32:00;589
2015-12-17 01:33:00;580
2015-12-17 01:34:00;600
2015-12-17 01:35:00;623
2015-12-17 01:36:00;611
2015-12-17 01:37:00;589
2015-12-17 01:38:00;582
2015-12-17 01:39:00;584
2015-12-17 01:40:00;600
2015-12-17 01:41:00;569
2015-12-17 01:42:00;621
2015-12-17 01:43:00;598
2015-12-17 01:44:00;573
2015-12-17 01:45:00;571
2015-12-17 01:46:00;589
2015-12-17 01:47:00;584
2015-12-17 01:48:00;598
2015-12-17 01:49:00;569
2015-12-17 01:50:00;578
2015-12-17 01:51:00;598
2015-12-17 01:52:00;589
2015-12-17 01:53:00;596
2015-12-17 01:54:00;589
2015-12-17 01:55:00;598
2015-12-17 01:56:00;575
2015-12-17 01:57:00;600
2015-12-17 01:58:00;580
2015-12-17 01:59:00;569
